temperature,humidity,rainfall,AQI,age_group,location,heat_risk,dengue_risk,asthma_risk
34.44386969,56.44138538,42.33769976,172.560379,Elderly,Slum,Low,Moderate,High
28.92728255,61.99136348,4.96096036,63.71423895,Child,Urban,Low,Low,Low
41.0654885,72.1257537,22.07900866,90.03283037,Elderly,Urban,High,Low,Low
36.12671377,62.08796015,52.47266205,134.4670634,Elderly,Urban,Moderate,Moderate,Moderate
38.54054338,84.35053475,1.104911042,77.17622647,Child,Slum,High,Low,Low
30.55126949,59.43568438,82.91853903,110.4447701,Child,Slum,Low,Moderate,Moderate
25.81897313,77.6198699,15.17422293,206.2297265,Adult,Urban,Low,Low,High
29.3427349,82.54485584,20.61277539,121.2506751,Child,Rural,Low,Low,Moderate
35.40914679,68.5166552,14.37124856,142.7376403,Adult,Slum,Moderate,Low,Moderate
37.99797057,62.3931541,15.47414894,110.5458105,Elderly,Slum,Moderate,Low,Moderate
37.68254922,56.52298027,12.74401279,122.0214326,Adult,Urban,Moderate,Low,Moderate
35.85248618,66.62280209,59.4181963,127.9031569,Adult,Slum,Moderate,Moderate,Moderate
34.87486521,82.26649449,27.96139649,93.98347861,Adult,Rural,Low,Low,Low
37.64846566,32.1142205,4.747863331,122.5582715,Elderly,Slum,Moderate,Low,Moderate
31.95243899,67.19543046,0.784526399,140.3103068,Elderly,Urban,Low,Low,Moderate
35.26994209,42.96386639,21.16520924,94.13881915,Adult,Urban,Moderate,Low,Low
30.30332303,67.83868666,30.71847613,141.6045085,Adult,Rural,Low,Moderate,Moderate
28.58750689,55.50224461,1.899366269,136.6876186,Adult,Rural,Low,Low,Moderate
33.93278565,92.36089205,1.797717003,97.4540389,Child,Urban,Low,Low,Low
32.94534422,64.49163676,3.195696107,91.72972971,Child,Slum,Low,Low,Low
33.05911591,72.55624334,21.36513757,58.62805494,Elderly,Rural,Low,Low,Low
39.56217625,77.49290478,16.65813484,211.5472828,Adult,Rural,High,Low,High
28.16560651,66.62851897,13.7545555,168.3123723,Elderly,Rural,Low,Low,High
33.41674985,83.17965265,0.332776801,150.487936,Adult,Slum,Low,Low,High
32.117448,31.13436562,0.581365184,154.524009,Adult,Urban,Low,Low,High
31.01779909,71.63268445,7.269862682,75.25474287,Adult,Urban,Low,Low,Low
34.92345075,78.68937249,3.487123626,41.59367967,Elderly,Rural,Low,Low,Low
45.30279308,52.10410068,11.77687785,118.3964595,Adult,Rural,Moderate,Low,Moderate
34.1352697,95.6756272,14.14277689,85.0071848,Adult,Slum,Low,Low,Low
23.61813246,74.27334839,93.25674189,128.2837545,Child,Urban,Low,Moderate,Moderate
31.65463631,85.59857031,34.95551804,56.03454054,Elderly,Rural,Low,Moderate,Low
32.96638458,68.67486011,30.41722894,156.8539841,Adult,Slum,Low,Moderate,High
38.71047686,74.48938871,30.37328676,94.38026261,Elderly,Urban,High,Moderate,Low
35.84197596,52.13064791,40.11755757,122.5074159,Adult,Urban,Moderate,Moderate,Moderate
45.06693624,72.04802997,1.276983582,129.4784566,Child,Rural,High,Low,Moderate
32.72589842,57.962609,10.55213944,171.952453,Child,Rural,Low,Low,High
41.00206954,60.14658582,32.48547053,101.9436137,Child,Slum,High,Moderate,Moderate
32.81973256,74.23815289,43.36511398,91.68589293,Adult,Rural,Low,Moderate,Low
39.98023843,58.64807367,29.39797516,69.89643951,Adult,Slum,Moderate,Low,Low
32.48768757,74.21769343,44.70085675,82.97516601,Adult,Slum,Low,Moderate,Low
37.27943886,102.4750352,1.285697619,178.2247476,Elderly,Urban,Moderate,Low,High
43.99635788,81.18701877,32.05517672,143.7371669,Adult,Rural,High,Moderate,Moderate
33.17523635,57.41185499,78.96754519,96.20894982,Adult,Rural,Low,Moderate,Low
28.59351163,43.93405367,28.47523442,42.08465947,Adult,Urban,Low,Low,Low
33.89373188,65.8478005,65.39109243,66.3778728,Elderly,Urban,Low,Moderate,Low
39.5650011,74.56189256,56.22444384,130.6359392,Child,Rural,High,Moderate,Moderate
34.16439143,74.23869926,42.20004662,168.5492575,Child,Slum,Low,Moderate,High
34.29978574,83.3289832,32.02752572,149.3779613,Adult,Slum,Low,Moderate,Moderate
35.90510779,50.54752078,125.3377979,116.22513,Child,Urban,Moderate,Moderate,Moderate
34.57053375,82.19034138,7.205310251,143.1164206,Adult,Rural,Low,Low,Moderate
41.19141536,70.31907365,39.59290856,212.0164034,Elderly,Slum,High,Moderate,High
40.37716532,41.51235418,24.97379422,123.137176,Child,Urban,Moderate,Low,Moderate
38.76670811,75.71737577,30.34206465,95.1048722,Child,Slum,High,Moderate,Low
37.39044998,66.24297942,8.497910021,119.2150606,Child,Slum,Moderate,Low,Moderate
33.95488371,57.24219319,48.29378457,130.4265133,Elderly,Slum,Low,Moderate,Moderate
27.9974602,80.79755936,6.248562019,177.8601574,Child,Rural,Low,Low,High
40.98315743,60.85325644,24.23833006,62.00573738,Child,Slum,High,Low,Low
29.46845909,63.18715663,62.78206837,87.18624702,Adult,Urban,Low,Moderate,Low
43.63481926,64.00545722,65.19827038,52.04603201,Child,Rural,High,Moderate,Low
42.2859788,95.21638472,0.096703601,89.96377801,Elderly,Rural,High,Low,Low
27.37171843,88.93876155,47.42512464,127.2446604,Child,Slum,Low,Moderate,Moderate
30.82118932,103.2137729,2.011565355,108.1593109,Adult,Rural,Low,Low,Moderate
42.71054976,100.0913933,24.67445679,185.2371673,Child,Slum,High,Low,High
39.78220174,60.6281568,52.29755066,153.1140038,Child,Slum,High,Moderate,High
30.90900558,69.94938314,1.810050782,164.6360821,Child,Urban,Low,Low,High
31.75367211,84.21738704,21.848875,147.281378,Elderly,Urban,Low,Low,Moderate
29.29155443,67.09510811,11.93351446,86.26957583,Elderly,Rural,Low,Low,Low
34.32378552,77.2008937,39.91592721,65.38151911,Elderly,Urban,Low,Moderate,Low
29.87906588,97.8113885,30.33266387,106.0155125,Adult,Slum,Low,Moderate,Moderate
36.30831486,87.21113995,14.52711511,107.8310448,Adult,Rural,Moderate,Low,Moderate
44.42293153,93.14865292,6.117742139,63.56702008,Child,Slum,High,Low,Low
29.12764737,62.08334704,21.89923781,150.8575597,Elderly,Slum,Low,Low,High
36.61583857,67.78596121,9.004656546,161.3185579,Elderly,Urban,Moderate,Low,High
34.02527396,64.46754656,48.68227732,136.0708513,Elderly,Rural,Low,Moderate,Moderate
29.15041582,26.9160668,4.298101707,128.227455,Child,Slum,Low,Low,Moderate
33.10772974,26.93076006,39.22540804,113.5638037,Elderly,Urban,Low,Moderate,Moderate
31.9889397,77.03161384,28.26558039,135.8123785,Elderly,Rural,Low,Low,Moderate
32.13281089,75.30224359,2.143527225,124.8602005,Adult,Urban,Low,Low,Moderate
34.49922962,66.94489375,9.102381941,134.2008982,Adult,Urban,Low,Low,Moderate
33.89443452,57.39577854,42.73836761,83.08679241,Elderly,Urban,Low,Moderate,Low
42.46344284,65.93314598,2.028013163,98.95687871,Child,Rural,High,Low,Low
34.92990231,71.52466432,15.88474266,74.75894434,Child,Urban,Low,Low,Low
38.68421949,65.78008664,0.661951481,129.8830951,Adult,Urban,High,Low,Moderate
35.43665529,80.53609854,1.610185149,123.8699958,Elderly,Urban,Moderate,Low,Moderate
27.18727072,62.06420984,39.37135689,75.58401931,Child,Rural,Low,Moderate,Low
37.83527759,50.00264034,107.2722339,216.5916399,Child,Slum,Moderate,Moderate,High
26.92434092,87.47109032,3.634393307,102.9297153,Adult,Slum,Low,Low,Moderate
32.29082506,79.49442627,24.71290455,102.0169585,Adult,Slum,Low,Low,Moderate
29.92089091,70.92519775,59.01333492,108.1783504,Child,Rural,Low,Moderate,Moderate
35.76157757,75.69223086,2.557762364,192.4601925,Child,Rural,Moderate,Low,High
29.63930494,26.17974275,5.437547329,102.0647912,Child,Slum,Low,Low,Moderate
45.05004645,96.54793631,23.65222423,78.62508688,Child,Rural,High,Low,Low
35.10396854,59.07995588,49.25939365,94.11037448,Adult,Urban,Moderate,Moderate,Low
34.70559095,60.57272704,8.977292722,144.0990884,Adult,Slum,Low,Low,Moderate
32.58628239,55.70007088,42.41015243,62.1548787,Adult,Rural,Low,Moderate,Low
35.47496876,64.59289894,18.00278689,140.45662,Child,Rural,Moderate,Low,Moderate
39.41554889,68.83244204,23.21131758,81.06213034,Child,Rural,High,Low,Low
34.97301312,85.57583134,14.36140386,140.2169637,Child,Rural,Low,Low,Moderate
35.56635205,48.42583033,10.15402101,134.5028326,Elderly,Rural,Moderate,Low,Moderate
41.84210977,87.82218602,15.12396588,141.4697449,Adult,Urban,High,Low,Moderate
35.33927755,82.79160513,5.157648348,159.3029385,Adult,Urban,Moderate,Low,High
38.28180435,82.50711009,70.97956938,102.8897725,Child,Urban,High,High,Moderate
33.32612334,63.94527305,6.108495008,131.9192895,Adult,Urban,Low,Low,Moderate
38.80452372,67.0070699,28.65859007,73.47242156,Elderly,Urban,High,Low,Low
35.12109728,91.18330833,102.4527577,130.6022418,Adult,Slum,Moderate,High,Moderate
34.77486589,87.23100224,5.444033871,177.2936812,Adult,Rural,Low,Low,High
34.06427867,84.78594994,5.310472334,121.3089797,Child,Slum,Low,Low,Moderate
33.66542644,96.89383887,66.28870817,128.9582111,Elderly,Rural,Low,High,Moderate
35.97192151,64.70250561,6.225929825,130.8389816,Child,Slum,Moderate,Low,Moderate
36.5209646,97.11814238,11.32164452,134.031407,Elderly,Urban,Moderate,Low,Moderate
41.58557534,68.2289721,18.44478955,116.3532352,Elderly,Slum,High,Low,Moderate
23.79975051,62.52456412,5.726157568,159.7075416,Elderly,Urban,Low,Low,High
39.20310013,78.20100352,3.182072283,97.38860894,Child,Rural,High,Low,Low
32.9464567,60.05929342,41.44832083,38.81304529,Adult,Slum,Low,Moderate,Low
41.0857926,92.81974078,13.03330114,115.8790719,Elderly,Slum,High,Low,Moderate
41.12566174,70.56925654,4.049335715,125.4217837,Child,Slum,High,Low,Moderate
29.10480104,87.81519083,34.78214592,103.9173302,Child,Rural,Low,Moderate,Moderate
37.62132339,62.36207139,30.89066303,151.1012496,Elderly,Slum,Moderate,Moderate,High
35.6318979,99.08393499,10.92871651,161.1473044,Child,Urban,Moderate,Low,High
28.41625577,80.85415881,32.80739052,146.6984313,Adult,Slum,Low,Moderate,Moderate
37.04909328,66.38113518,33.32652652,81.34750457,Child,Urban,Moderate,Moderate,Low
35.75068058,44.42682169,59.97759576,28.9203517,Child,Urban,Moderate,Moderate,Low
24.13665227,82.71132516,112.9085148,112.4986352,Adult,Urban,Low,High,Moderate
30.28717304,66.67208644,58.63011887,136.8673787,Child,Urban,Low,Moderate,Moderate
37.56552899,66.10679984,42.06806675,155.5465101,Child,Slum,Moderate,Moderate,High
32.36622284,79.89070879,3.583120274,104.5409313,Child,Slum,Low,Low,Moderate
36.83643657,97.57275515,3.045519646,44.59199792,Adult,Rural,Moderate,Low,Low
33.51866278,45.90434492,10.69678187,151.1693614,Child,Rural,Low,Low,High
39.75153796,95.65920059,66.85286671,149.372187,Child,Slum,High,High,Moderate
31.75334344,71.24683698,161.6966433,101.3158637,Child,Slum,Low,Moderate,Moderate
35.35026082,87.42817454,1.972686965,133.901215,Elderly,Rural,Moderate,Low,Moderate
40.81754384,73.97733291,53.03310959,145.6772214,Adult,Slum,High,Moderate,Moderate
35.94790808,85.01569139,21.85989529,47.59870387,Elderly,Slum,Moderate,Low,Low
31.56033067,92.11084079,27.63332723,105.919477,Child,Rural,Low,Low,Moderate
34.31275743,84.29311821,28.02520886,168.8720221,Elderly,Slum,Low,Low,High
43.74790653,54.78371684,21.54556791,151.3148097,Child,Slum,Moderate,Low,High
33.76968756,57.35130107,20.06341826,136.9693704,Elderly,Rural,Low,Low,Moderate
35.71669584,92.1861846,21.17275467,144.4457462,Elderly,Urban,Moderate,Low,Moderate
31.88675319,72.91911183,8.806641717,102.4164516,Elderly,Slum,Low,Low,Moderate
23.96124542,66.69708059,6.548326513,37.28581094,Adult,Urban,Low,Low,Low
27.47639813,81.40083946,6.957680956,111.8025985,Adult,Rural,Low,Low,Moderate
35.03434127,86.26719375,25.46237228,96.89879626,Child,Rural,Moderate,Low,Low
25.62413765,71.72539119,80.53897031,88.83393392,Adult,Rural,Low,Moderate,Low
34.02834227,56.70669485,12.70382332,130.7464571,Child,Urban,Low,Low,Moderate
40.38003569,70.31967473,20.40968774,104.0355259,Adult,Slum,High,Low,Moderate
31.73551614,49.3344884,15.88094632,45.68031834,Child,Rural,Low,Low,Low
36.33563326,77.63087535,28.08755003,156.8499074,Adult,Slum,Moderate,Low,High
32.28813839,72.17301497,34.80728296,95.40908539,Child,Urban,Low,Moderate,Low
33.65734676,56.63211662,18.27722657,84.47408417,Adult,Slum,Low,Low,Low
33.46559426,92.82097747,2.209643715,100.362502,Elderly,Slum,Low,Low,Moderate
33.87572009,60.24996129,85.27782917,169.0562058,Elderly,Slum,Low,Moderate,High
40.78548193,87.64262658,0.305485613,50.64065882,Child,Rural,High,Low,Low
38.54107212,73.49824197,28.44687132,135.2615425,Child,Rural,High,Low,Moderate
38.18298163,70.87526506,4.599330306,90.20863173,Elderly,Rural,High,Low,Low
34.83385005,66.87824714,10.48845658,227.1243949,Elderly,Urban,Low,Low,High
32.57174412,40.60914661,39.18830516,149.3059744,Child,Slum,Low,Moderate,Moderate
39.847286,76.40791543,35.37770592,193.6086854,Adult,Urban,High,Moderate,High
31.27263254,55.84223942,46.67480448,76.21653842,Child,Rural,Low,Moderate,Low
41.9623265,66.24930228,51.85042303,47.22768285,Adult,Slum,High,Moderate,Low
31.53406586,42.46513551,27.56939283,166.8498316,Child,Slum,Low,Low,High
40.16273102,86.90057705,14.07865513,109.8698036,Elderly,Slum,High,Low,Moderate
28.9277036,55.53393618,0.773314632,102.7937346,Adult,Rural,Low,Low,Moderate
41.55154373,90.93525716,12.49293801,113.9757632,Adult,Slum,High,Low,Moderate
31.43123072,86.65453543,27.92532738,72.66375247,Child,Urban,Low,Low,Low
28.82825564,61.11303611,132.7755093,195.655514,Elderly,Urban,Low,Moderate,High
32.68951991,69.31044988,0.837688873,74.13341142,Child,Urban,Low,Low,Low
37.73142124,70.09633405,14.54531834,76.07418088,Elderly,Slum,Moderate,Low,Low
33.1909433,42.94327867,69.10251808,105.8005086,Adult,Rural,Low,Moderate,Moderate
38.48477202,64.99270765,27.71025362,58.41333923,Child,Urban,High,Low,Low
27.56861485,77.93436905,5.022221397,38.44154892,Child,Rural,Low,Low,Low
43.662575,103.4695022,43.05216415,111.2337592,Child,Slum,High,Moderate,Moderate
41.13860439,54.0489699,6.493374813,85.06361464,Adult,Urban,Moderate,Low,Low
34.15928091,62.91864133,9.451503201,122.4446244,Elderly,Slum,Low,Low,Moderate
37.46975936,84.42132528,4.496677725,47.01103812,Elderly,Urban,Moderate,Low,Low
45.37041335,56.20923113,20.13557313,131.6744705,Child,Urban,Moderate,Low,Moderate
39.49732486,99.41036908,6.743550978,165.0943297,Adult,Rural,High,Low,High
32.67344772,68.41077469,19.36192887,59.01914854,Elderly,Slum,Low,Low,Low
36.20462499,73.98829447,61.1995087,190.764668,Adult,Slum,Moderate,Moderate,High
36.5402527,64.12527149,3.999798887,93.38058341,Child,Urban,Moderate,Low,Low
39.36584715,68.13073306,118.8795664,73.09633565,Elderly,Urban,High,Moderate,Low
40.63025125,69.22909415,26.65527141,62.07774512,Adult,Rural,High,Low,Low
30.78628705,79.59680998,14.65923128,90.98924088,Child,Urban,Low,Low,Low
24.32162893,117.066228,25.83128884,167.7582504,Elderly,Urban,Low,Low,High
33.31551087,76.22047793,93.73912996,179.6767859,Child,Urban,Low,High,High
34.0133079,67.73090075,57.71664573,166.6322408,Child,Urban,Low,Moderate,High
33.9777251,67.97118512,21.42698725,160.1426624,Adult,Urban,Low,Low,High
38.27950388,72.92104292,0.579035081,198.2825456,Adult,Slum,High,Low,High
33.79292795,84.27940545,4.331188668,164.0462305,Child,Slum,Low,Low,High
30.14171633,49.30572753,48.95621288,84.22600349,Elderly,Urban,Low,Moderate,Low
31.58020249,61.96579992,0.432561892,154.2646842,Adult,Urban,Low,Low,High
38.62547893,77.74267431,40.46719811,136.8551924,Elderly,Rural,High,Moderate,Moderate
32.03079919,80.45654284,43.58789177,167.2981531,Adult,Rural,Low,Moderate,High
36.75724104,86.05225357,2.783357172,87.19034682,Child,Urban,Moderate,Low,Low
34.87986071,45.39600041,2.048681417,54.69766388,Child,Rural,Low,Low,Low
31.0379004,65.38057706,49.5445713,121.2076315,Elderly,Urban,Low,Moderate,Moderate
38.04303721,63.05096567,20.8318949,111.2222475,Elderly,Urban,High,Low,Moderate
38.29622834,84.06355206,1.545936885,113.5454251,Elderly,Urban,High,Low,Moderate
31.45213854,55.02955244,9.897005354,89.46274639,Elderly,Rural,Low,Low,Low
39.14737421,67.09260792,11.63593392,58.3682783,Child,Slum,High,Low,Low
34.3374166,71.18344145,27.75185477,120.9255489,Elderly,Urban,Low,Low,Moderate
41.80329298,50.36769401,3.934735328,120.3185713,Adult,Slum,Moderate,Low,Moderate
40.01854762,102.8123324,29.40759159,68.38542062,Adult,Urban,High,Low,Low
36.04829708,62.62545722,8.309452977,153.7349049,Child,Urban,Moderate,Low,High
37.79724538,73.54872626,22.0296954,174.7883511,Child,Urban,Moderate,Low,High
36.96207984,62.36554561,9.499298073,46.66635342,Adult,Slum,Moderate,Low,Low
34.85958067,75.02858031,1.675912792,82.1003146,Adult,Slum,Low,Low,Low
30.88790034,86.81546001,0.004041062,94.95239871,Elderly,Rural,Low,Low,Low
35.07689491,84.32644569,1.94222414,78.68523086,Adult,Rural,Moderate,Low,Low
39.12549132,56.99304676,11.40577185,109.080984,Adult,Slum,Moderate,Low,Moderate
31.1123048,80.93027196,11.27782636,100.4721201,Child,Rural,Low,Low,Moderate
36.31280665,72.90384867,17.06516018,110.9495652,Adult,Urban,Moderate,Low,Moderate
38.78026661,69.0167859,14.71347941,199.2676723,Elderly,Slum,High,Low,High
42.11374068,83.89323103,0.131184495,140.8897472,Adult,Urban,High,Low,Moderate
30.91798007,72.87260408,42.94349573,122.7348252,Adult,Urban,Low,Moderate,Moderate
35.44328795,72.95973561,10.61688747,128.1321177,Child,Rural,Moderate,Low,Moderate
33.57658482,63.42835264,13.39097876,125.5910788,Adult,Rural,Low,Low,Moderate
35.00263979,79.01810123,17.00755125,62.34071754,Child,Rural,Moderate,Low,Low
33.95273717,48.93153614,1.613260222,63.3400946,Elderly,Rural,Low,Low,Low
32.73375795,91.78701302,51.80948519,104.1335136,Child,Urban,Low,High,Moderate
37.41262024,64.44114215,63.64711618,204.1522437,Adult,Rural,Moderate,Moderate,High
38.35240309,53.9221415,28.07583894,90.31975457,Adult,Rural,Moderate,Low,Low
32.91018248,89.11887813,11.37758072,152.4024922,Child,Urban,Low,Low,High
29.05294054,94.6400943,37.46982512,127.6917191,Elderly,Rural,Low,Moderate,Moderate
34.25888561,56.82275745,1.795428685,63.49856946,Child,Rural,Low,Low,Low
35.20459588,54.96718816,9.342554017,58.98723639,Child,Slum,Moderate,Low,Low
29.33092202,66.72946183,15.5400265,14.44765999,Elderly,Urban,Low,Low,Low
47.06307711,81.76906432,0.299201714,141.5224688,Adult,Urban,High,Low,Moderate
34.79159599,100.2686195,11.21305739,128.6526753,Child,Urban,Low,Low,Moderate
38.57690658,80.77278589,22.10018779,110.492195,Elderly,Rural,High,Low,Moderate
35.96117382,84.71280174,21.89187827,90.31081919,Adult,Slum,Moderate,Low,Low
28.80446462,47.98712101,0.040636281,159.5467668,Child,Rural,Low,Low,High
28.24277118,80.05329846,18.37444359,147.0786555,Elderly,Slum,Low,Low,Moderate
26.99548011,57.57254463,2.038565719,90.27462941,Child,Rural,Low,Low,Low
31.01498598,95.07224337,19.26277766,115.6976347,Adult,Slum,Low,Low,Moderate
35.10443244,73.46051359,98.71788239,111.7708964,Elderly,Urban,Moderate,Moderate,Moderate
31.74991666,60.06803732,4.552709621,96.08766454,Child,Urban,Low,Low,Low
41.40821898,78.36536591,25.90371968,133.0282943,Child,Urban,High,Low,Moderate
33.15207236,50.52809672,33.63772971,183.1242723,Elderly,Slum,Low,Moderate,High
30.94571244,51.13633212,74.84356206,109.4808478,Adult,Urban,Low,Moderate,Moderate
25.82144363,74.95097501,1.926660374,144.7970533,Child,Rural,Low,Low,Moderate
30.82428549,101.3430808,4.325634018,121.5144766,Adult,Urban,Low,Low,Moderate
37.92286314,70.05704614,34.14745579,54.94722584,Adult,Urban,Moderate,Moderate,Low
34.04980482,64.63831866,49.34658907,207.505995,Adult,Slum,Low,Moderate,High
25.52763466,61.54449737,5.436656923,116.6786559,Adult,Slum,Low,Low,Moderate
27.88021424,66.00021506,1.538136586,137.9144699,Adult,Rural,Low,Low,Moderate
36.85547026,70.71942169,9.014582175,133.2737545,Child,Urban,Moderate,Low,Moderate
45.12154812,49.55238993,2.276691066,126.5097766,Child,Rural,Moderate,Low,Moderate
35.20689526,78.23062402,71.54601717,96.75415818,Elderly,Rural,Moderate,High,Low
37.12943603,70.28721666,42.47913671,116.6044073,Child,Slum,Moderate,Moderate,Moderate
28.78338036,55.57767446,30.70084657,153.234093,Elderly,Rural,Low,Moderate,High
30.21781812,77.08609417,24.97816163,119.7459377,Child,Urban,Low,Low,Moderate
42.81127566,79.27732571,7.789433129,111.7008991,Child,Urban,High,Low,Moderate
28.74796133,79.0677299,11.64364106,138.7828727,Child,Rural,Low,Low,Moderate
38.5705175,67.69260959,0.888109794,85.08281293,Child,Urban,High,Low,Low
45.49860895,66.29461449,3.783997603,89.6803111,Adult,Slum,High,Low,Low
27.16825134,49.83828294,42.10504353,55.86958133,Adult,Slum,Low,Moderate,Low
25.66730024,85.11270535,46.47132929,136.2590991,Elderly,Urban,Low,Moderate,Moderate
27.10192246,90.68064619,8.248856067,70.20675047,Elderly,Urban,Low,Low,Low
35.07136534,55.69090871,7.486658067,128.5561547,Child,Urban,Moderate,Low,Moderate
34.05293165,46.89628552,26.03136304,199.3354494,Child,Slum,Low,Low,High
43.08606287,71.56533906,9.959305452,151.1709555,Elderly,Urban,High,Low,High
33.54712448,91.16576352,19.40713537,103.7835997,Child,Urban,Low,Low,Moderate
27.74412155,69.81866578,26.83076291,97.97115217,Adult,Rural,Low,Low,Low
29.86890181,64.50652691,2.21450811,137.7552092,Elderly,Rural,Low,Low,Moderate
21.97893072,72.9842222,49.96098125,100.8573103,Elderly,Rural,Low,Moderate,Moderate
39.78863827,85.55570933,31.89596617,149.6236347,Adult,Slum,High,Moderate,Moderate
26.10706208,74.79477739,16.61346484,147.609472,Child,Urban,Low,Low,Moderate
22.20815808,59.02729894,10.86969074,79.07217955,Adult,Urban,Low,Low,Low
38.39686641,52.76808947,40.63181824,109.9307727,Elderly,Slum,Moderate,Moderate,Moderate
40.66811736,54.06554267,37.40863608,72.06866457,Child,Urban,Moderate,Moderate,Low
32.67797869,76.9309134,13.9059072,178.389275,Adult,Slum,Low,Low,High
26.39948725,61.02361097,23.59058659,129.1430611,Elderly,Rural,Low,Low,Moderate
30.84777797,77.83771158,45.51009918,142.739209,Adult,Urban,Low,Moderate,Moderate
35.5265466,46.17303189,37.59742981,151.7173941,Elderly,Urban,Moderate,Moderate,High
33.08014364,73.75300309,21.63741731,27.63265075,Adult,Slum,Low,Low,Low
35.78526803,86.2291309,18.58107733,159.8212988,Adult,Slum,Moderate,Low,High
36.1503538,77.46614634,39.16699732,103.0946576,Adult,Urban,Moderate,Moderate,Moderate
38.38299008,61.96061282,12.70926732,141.6009693,Elderly,Rural,High,Low,Moderate
37.19750615,81.68404755,38.9547427,145.3444616,Elderly,Slum,Moderate,Moderate,Moderate
35.43984411,34.13088353,5.339202838,117.0049625,Child,Slum,Moderate,Low,Moderate
38.47768879,82.73653166,14.55254529,117.5884403,Adult,Rural,High,Low,Moderate
37.27397585,81.61197192,50.96908803,79.94251694,Elderly,Slum,Moderate,High,Low
37.50332861,70.74660531,1.591541641,192.7689273,Child,Rural,Moderate,Low,High
35.19968199,66.43084679,48.28365964,130.7609627,Elderly,Slum,Moderate,Moderate,Moderate
24.2332854,86.45729068,4.237059303,75.31434692,Child,Rural,Low,Low,Low
29.93952557,75.64861023,47.78943175,152.3943137,Elderly,Urban,Low,Moderate,High
38.41784662,49.51066433,25.44116286,122.789874,Adult,Slum,Moderate,Low,Moderate
31.80117736,54.96292103,13.06034549,75.92827208,Adult,Rural,Low,Low,Low
27.38820407,86.69032562,39.58140312,92.59175209,Elderly,Rural,Low,Moderate,Low
34.24222272,59.44518176,17.00954738,157.2791902,Elderly,Rural,Low,Low,High
29.4173778,88.5371743,1.747491115,141.6422705,Elderly,Slum,Low,Low,Moderate
34.23257861,90.80886117,30.0131807,165.8649567,Elderly,Urban,Low,Moderate,High
33.20115677,50.10928471,41.70181914,108.2294051,Child,Urban,Low,Moderate,Moderate
32.35981501,62.39386577,117.918964,53.26193792,Adult,Rural,Low,Moderate,Low
35.16398498,58.62256998,5.93029382,180.543919,Adult,Slum,Moderate,Low,High
31.93319594,60.35864046,12.76349187,188.0608428,Elderly,Urban,Low,Low,High
27.51735372,60.24964098,6.894961286,50.10187661,Elderly,Urban,Low,Low,Low
34.35979147,84.22669525,103.7686071,68.56180905,Elderly,Urban,Low,High,Low
31.39131223,72.65231308,2.357780235,116.664629,Elderly,Urban,Low,Low,Moderate
35.92846295,72.95990894,29.31697414,87.49088172,Child,Urban,Moderate,Low,Low
28.50209382,82.44598627,0.456780417,167.5964559,Adult,Urban,Low,Low,High
40.0683787,46.37530796,9.486407731,157.0424951,Child,Rural,Moderate,Low,High
40.08830733,74.07242966,87.97355883,111.4035858,Elderly,Slum,High,Moderate,Moderate
36.38396725,94.96475647,34.19351959,148.9889543,Elderly,Urban,Moderate,Moderate,Moderate
33.85304628,69.34784575,26.23475253,106.9152721,Child,Rural,Low,Low,Moderate
26.88222381,68.35345744,54.94026821,139.8994103,Elderly,Urban,Low,Moderate,Moderate
37.82302963,54.70503492,113.1769043,85.42435716,Elderly,Rural,Moderate,Moderate,Low
34.29536043,74.7481049,17.07594767,127.5864351,Child,Rural,Low,Low,Moderate
32.81617881,45.90134349,38.56067256,120.6323018,Elderly,Urban,Low,Moderate,Moderate
34.56622125,93.52359638,8.313030691,171.6147249,Child,Rural,Low,Low,High
32.48512615,73.95230823,6.666956628,134.367322,Elderly,Slum,Low,Low,Moderate
37.83970872,59.52092747,8.533011434,85.17931577,Elderly,Slum,Moderate,Low,Low
34.66410855,59.26360016,39.5852669,184.5990728,Elderly,Slum,Low,Moderate,High
39.98546878,76.11815174,51.94542161,138.1012575,Child,Rural,High,High,Moderate
35.37977634,81.14023628,6.704884074,176.6808165,Child,Slum,Moderate,Low,High
38.40669752,72.31505031,2.127443208,188.4774878,Adult,Urban,High,Low,High
38.41664496,66.86029271,26.34449134,51.28823617,Adult,Urban,High,Low,Low
36.42434322,82.15517523,32.94004853,109.214335,Child,Urban,Moderate,Moderate,Moderate
33.84566813,91.79890995,29.84761972,153.228394,Elderly,Slum,Low,Low,High
29.91338046,45.76950323,31.43663343,38.57876629,Adult,Rural,Low,Moderate,Low
32.25221432,82.8938183,17.60526388,92.38453495,Child,Rural,Low,Low,Low
35.02046504,81.8975405,3.341130213,119.33857,Child,Rural,Moderate,Low,Moderate
32.53438589,91.65448005,31.94143527,92.03047131,Child,Urban,Low,Moderate,Low
32.53820963,78.14056597,64.03356457,78.44560841,Adult,Urban,Low,High,Low
37.85306499,84.52276991,3.510575214,79.68744405,Elderly,Rural,Moderate,Low,Low
29.41462929,71.49408635,23.00728749,53.60977658,Adult,Urban,Low,Low,Low
28.24462817,50.16313065,52.90488753,93.27717392,Child,Urban,Low,Moderate,Low
40.02767613,52.81692673,21.13438367,65.46509501,Child,Rural,Moderate,Low,Low
33.85100185,57.22890349,24.18082294,63.97304036,Adult,Slum,Low,Low,Low
